ts,protons_gt_1MeV,protons_gt_5MeV,protons_gt_10MeV,protons_gt_30MeV,protons_gt_50MeV,protons_gt_100MeV,electrons_gt_0_8MeV,electrons_gt_2_0MeV,F10_7,speed_km_s,density_protons_cm3,P10_max,група
2017-09-01 22:00:00,20.441666666666666,0.30283333333333334,0.23275,0.10099999999999999,0.08224166666666667,0.045625,77433.33333333333,3280.8333333333335,93.0,619.0,2.2,0.385,тиха
2017-09-01 23:00:00,22.808333333333334,0.2353333333333333,0.1698333333333333,0.09231666666666666,0.07455,0.03769166666666667,61983.333333333336,2015.8333333333333,93.0,594.0,2.7,0.228,тиха
2017-09-02 00:00:00,26.46666666666667,0.27799999999999997,0.1698333333333333,0.07833333333333332,0.06163333333333334,0.03515,61900.0,1870.8333333333333,100.0,589.0,2.7,0.344,тиха
2017-09-02 01:00:00,18.345,0.26916666666666667,0.16383333333333333,0.06889166666666667,0.056525,0.030366666666666667,54116.666666666664,1309.1666666666667,100.0,577.0,3.2,0.306,тиха
2017-09-02 02:00:00,7.550833333333333,0.31133333333333335,0.20025,0.10274166666666666,0.084275,0.04171666666666667,31025.0,483.8333333333333,100.0,578.0,3.3,0.349,тиха
2017-09-02 03:00:00,6.313333333333333,0.2615,0.1728333333333333,0.082925,0.06478333333333333,0.03593333333333334,29616.666666666668,357.8333333333333,100.0,572.0,3.3,0.331,тиха
2017-09-02 04:00:00,19.969166666666666,0.21375,0.15075,0.07867500000000001,0.06668333333333333,0.03710833333333333,31350.0,421.8333333333333,100.0,574.0,3.2,0.2,тиха
2017-09-02 05:00:00,55.39166666666667,0.2588333333333333,0.1875,0.082175,0.06994166666666667,0.039483333333333336,51808.333333333336,1548.3333333333333,100.0,584.0,2.1,0.339,тиха
2017-09-02 06:00:00,30.46666666666667,0.23775000000000002,0.15583333333333335,0.07314166666666667,0.061950000000000005,0.03613333333333333,39550.0,1132.5833333333333,100.0,577.0,2.5,0.317,тиха
2017-09-02 07:00:00,18.669999999999998,0.20866666666666667,0.15866666666666665,0.08605833333333333,0.06753333333333333,0.035616666666666665,50608.333333333336,2184.8333333333335,100.0,573.0,2.2,0.266,тиха
2017-09-02 08:00:00,48.31666666666666,0.2891666666666667,0.20366666666666666,0.093275,0.07074166666666666,0.03916666666666666,103933.33333333333,7353.333333333333,100.0,571.0,2.3,0.412,тиха
2017-09-02 09:00:00,7.526666666666666,0.27566666666666667,0.18608333333333335,0.104875,0.08301666666666667,0.04550833333333334,46850.0,1786.5833333333333,100.0,570.0,2.1,0.357,тиха
2017-09-02 10:00:00,9.3225,0.21491666666666667,0.16741666666666666,0.08460833333333333,0.06479166666666666,0.033216666666666665,52775.0,2243.3333333333335,100.0,565.0,2.2,0.268,тиха
2017-09-02 11:00:00,12.216666666666667,0.27275,0.1775,0.08780833333333334,0.07323333333333333,0.04151666666666667,66300.0,3256.6666666666665,100.0,564.0,2.2,0.382,тиха
2017-09-02 12:00:00,8.681666666666667,0.291,0.19408333333333336,0.09876666666666667,0.0816,0.048108333333333336,61958.333333333336,2724.1666666666665,100.0,563.0,1.8,0.368,тиха
